rcdc_cso,rcdc,cso,pubs,agency
"CLIMATE-RELATED EXPOSURES AND CONDITIONS * 6. Cancer Control, Survivorship",CLIMATE-RELATED EXPOSURES AND CONDITIONS,6,31.77581168831169,National Cancer Institute
"DEMENTIA * 6. Cancer Control, Survivorship",DEMENTIA,6,22.21198107448105,National Cancer Institute
DENTAL/ORAL AND CRANIOFACIAL DISEASE * 3. Prevention,DENTAL/ORAL AND CRANIOFACIAL DISEASE,3,44.82321428571429,National Cancer Institute
ALZHEIMER'S DISEASE * 1. Biology,ALZHEIMER'S DISEASE,1,16.766136641136633,National Cancer Institute
PARKINSON'S DISEASE * 1. Biology,PARKINSON'S DISEASE,1,10.195310245310242,National Cancer Institute
NANOTECHNOLOGY * 1. Biology,NANOTECHNOLOGY,1,64.04424603174608,National Cancer Institute
TOBACCO * 1. Biology,TOBACCO,1,24.80043290043289,National Cancer Institute
SMOKING AND HEALTH * 1. Biology,SMOKING AND HEALTH,1,24.80043290043289,National Cancer Institute
"ACUTE RESPIRATORY DISTRESS SYNDROME * 6. Cancer Control, Survivorship",ACUTE RESPIRATORY DISTRESS SYNDROME,6,1.1206349206349209,National Cancer Institute
GENETIC TESTING * 5. Treatment,GENETIC TESTING,5,11.720935545935545,National Cancer Institute
MENTAL HEALTH * 5. Treatment,MENTAL HEALTH,5,19.84761904761904,National Cancer Institute
FOODBORNE ILLNESS * 2. Etiology,FOODBORNE ILLNESS,2,109.3522186147186,National Cancer Institute
"PAIN RESEARCH * 4. Early Detection, Diagnosis",PAIN RESEARCH,4,14.151190476190473,National Cancer Institute
"HUMAN GENOME * 6. Cancer Control, Survivorship",HUMAN GENOME,6,64.73759018759024,National Cancer Institute
HEALTH EFFECTS OF INDOOR AIR POLLUTION * 2. Etiology,HEALTH EFFECTS OF INDOOR AIR POLLUTION,2,17.835930735930727,National Cancer Institute
"EYE DISEASE AND DISORDERS OF VISION * 6. Cancer Control, Survivorship",EYE DISEASE AND DISORDERS OF VISION,6,14.817857142857143,National Cancer Institute
NEUROSCIENCES * 3. Prevention,NEUROSCIENCES,3,65.40236707736719,National Cancer Institute
ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD) * 5. Treatment,ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD),5,8.191267066267066,National Cancer Institute
ALZHEIMER'S DISEASE * 5. Treatment,ALZHEIMER'S DISEASE,5,7.205552780552777,National Cancer Institute
DEMENTIA * 5. Treatment,DEMENTIA,5,9.466206016206014,National Cancer Institute
"PNEUMONIA * 6. Cancer Control, Survivorship",PNEUMONIA,6,4.9708513708513715,National Cancer Institute
PAIN CONDITIONS - CHRONIC * 1. Biology,PAIN CONDITIONS - CHRONIC,1,9.373412698412695,National Cancer Institute
INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS * 1. Biology,INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS,1,30.767496392496394,National Cancer Institute
RHEUMATOID ARTHRITIS * 5. Treatment,RHEUMATOID ARTHRITIS,5,3.775,National Cancer Institute
INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS * 5. Treatment,INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS,5,16.493867243867246,National Cancer Institute
"INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD) * 6. Cancer Control, Survivorship",INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD),6,6.162179487179487,National Cancer Institute
ATAXIA TELANGIECTASIA * 1. Biology,ATAXIA TELANGIECTASIA,1,34.7436507936508,National Cancer Institute
CYSTIC FIBROSIS * 5. Treatment,CYSTIC FIBROSIS,5,3.80436507936508,National Cancer Institute
ARTHRITIS * 2. Etiology,ARTHRITIS,2,24.96969696969696,National Cancer Institute
"PAIN CONDITIONS - CHRONIC * 4. Early Detection, Diagnosis",PAIN CONDITIONS - CHRONIC,4,9.316666666666665,National Cancer Institute
CHRONIC LIVER DISEASE AND CIRRHOSIS * 3. Prevention,CHRONIC LIVER DISEASE AND CIRRHOSIS,3,12.595911495911489,National Cancer Institute
UNDERAGE DRINKING * 2. Etiology,UNDERAGE DRINKING,2,3.3890873015873013,National Cancer Institute
ATHEROSCLEROSIS * 2. Etiology,ATHEROSCLEROSIS,2,41.49785353535359,National Cancer Institute
STROKE * 2. Etiology,STROKE,2,25.65515873015872,National Cancer Institute
SUBSTANCE ABUSE * 1. Biology,SUBSTANCE ABUSE,1,21.879220779220773,National Cancer Institute
VECTOR-BORNE DISEASES * 1. Biology,VECTOR-BORNE DISEASES,1,27.809523809523803,National Cancer Institute
SLEEP RESEARCH * 2. Etiology,SLEEP RESEARCH,2,47.43465608465613,National Cancer Institute
OSTEOPOROSIS * 1. Biology,OSTEOPOROSIS,1,66.54960317460322,National Cancer Institute
"SLEEP RESEARCH * 6. Cancer Control, Survivorship",SLEEP RESEARCH,6,133.58909331409322,National Cancer Institute
MIND AND BODY * 3. Prevention,MIND AND BODY,3,116.38928571428579,National Cancer Institute
CERVICAL CANCER * 1. Biology,CERVICAL CANCER,1,21.25795454545455,National Cancer Institute
"VECTOR-BORNE DISEASES * 6. Cancer Control, Survivorship",VECTOR-BORNE DISEASES,6,0.5166666666666666,National Cancer Institute
CONGENITAL STRUCTURAL ANOMALIES * 2. Etiology,CONGENITAL STRUCTURAL ANOMALIES,2,16.264357864357855,National Cancer Institute
NEUROBLASTOMA * 2. Etiology,NEUROBLASTOMA,2,3.4591269841269843,National Cancer Institute
DRUG ABUSE (NIDA ONLY) * 3. Prevention,DRUG ABUSE (NIDA ONLY),3,231.17267316017134,National Cancer Institute
UTERINE CANCER * 1. Biology,UTERINE CANCER,1,53.957936507936566,National Cancer Institute
SUBSTANCE ABUSE * 5. Treatment,SUBSTANCE ABUSE,5,39.345472582972604,National Cancer Institute
ACQUIRED COGNITIVE IMPAIRMENT * 2. Etiology,ACQUIRED COGNITIVE IMPAIRMENT,2,13.731727994227985,National Cancer Institute
DEMENTIA * 2. Etiology,DEMENTIA,2,12.718037518037507,National Cancer Institute
INFLUENZA * 5. Treatment,INFLUENZA,5,9.285317460317453,National Cancer Institute
HYPERTENSION * 3. Prevention,HYPERTENSION,3,17.301190476190474,National Cancer Institute
DEPRESSION * 3. Prevention,DEPRESSION,3,39.13154761904763,National Cancer Institute
"SUBSTANCE ABUSE * 4. Early Detection, Diagnosis",SUBSTANCE ABUSE,4,9.54642857142857,National Cancer Institute
TUBERCULOSIS * 5. Treatment,TUBERCULOSIS,5,21.218885281385273,National Cancer Institute
HEPATITIS * 3. Prevention,HEPATITIS,3,8.71019721019721,National Cancer Institute
"ALCOHOLISM, ALCOHOL USE AND HEALTH * 6. Cancer Control, Survivorship",ALCOHOLISM ALCOHOL USE AND HEALTH,6,20.850252525252536,National Cancer Institute
LUPUS * 5. Treatment,LUPUS,5,12.46190476190476,National Cancer Institute
STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL * 1. Biology,STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL,1,24.626075313575306,National Cancer Institute
"HEART DISEASE - CORONARY HEART DISEASE * 4. Early Detection, Diagnosis",HEART DISEASE - CORONARY HEART DISEASE,4,44.217857142857206,National Cancer Institute
AUTOIMMUNE DISEASE * 3. Prevention,AUTOIMMUNE DISEASE,3,19.312576312576294,National Cancer Institute
OSTEOPOROSIS * 2. Etiology,OSTEOPOROSIS,2,17.253174603174596,National Cancer Institute
"ATHEROSCLEROSIS * 6. Cancer Control, Survivorship",ATHEROSCLEROSIS,6,19.202849927849915,National Cancer Institute
"CROHN'S DISEASE * 6. Cancer Control, Survivorship",CROHN'S DISEASE,6,3.121230158730159,National Cancer Institute
"ANXIETY DISORDERS * 6. Cancer Control, Survivorship",ANXIETY DISORDERS,6,16.57799422799422,National Cancer Institute
PARKINSON'S DISEASE * 2. Etiology,PARKINSON'S DISEASE,2,12.281746031746025,National Cancer Institute
HEART DISEASE - CORONARY HEART DISEASE * 5. Treatment,HEART DISEASE - CORONARY HEART DISEASE,5,15.099007936507936,National Cancer Institute
"MULTIPLE SCLEROSIS * 4. Early Detection, Diagnosis",MULTIPLE SCLEROSIS,4,4.8337301587301615,National Cancer Institute
DRUG ABUSE (NIDA ONLY) * 2. Etiology,DRUG ABUSE (NIDA ONLY),2,37.46755050505054,National Cancer Institute
"CHRONIC OBSTRUCTIVE PULMONARY DISEASE * 6. Cancer Control, Survivorship",CHRONIC OBSTRUCTIVE PULMONARY DISEASE,6,18.86071428571429,National Cancer Institute
"PHYSICAL REHABILITATION * 6. Cancer Control, Survivorship",PHYSICAL REHABILITATION,6,23.767857142857128,National Cancer Institute
"INFERTILITY * 4. Early Detection, Diagnosis",INFERTILITY,4,4.566666666666666,National Cancer Institute
"OSTEOPOROSIS * 4. Early Detection, Diagnosis",OSTEOPOROSIS,4,11.916666666666664,National Cancer Institute
"PSORIASIS * 6. Cancer Control, Survivorship",PSORIASIS,6,5.3500000000000005,National Cancer Institute
NANOTECHNOLOGY * 2. Etiology,NANOTECHNOLOGY,2,11.698268398268398,National Cancer Institute
CONDITIONS AFFECTING THE EMBRYONIC AND FETAL PERIODS * 2. Etiology,CONDITIONS AFFECTING THE EMBRYONIC AND FETAL PERIODS,2,28.10716089466088,National Cancer Institute
STEM CELL RESEARCH - EMBRYONIC - NON-HUMAN * 5. Treatment,STEM CELL RESEARCH - EMBRYONIC - NON-HUMAN,5,6.302716727716727,National Cancer Institute
"BIODEFENSE * 6. Cancer Control, Survivorship",BIODEFENSE,6,7.214285714285716,National Cancer Institute
INFERTILITY * 2. Etiology,INFERTILITY,2,18.16071428571428,National Cancer Institute
"STEM CELL RESEARCH - NONEMBRYONIC - NON-HUMAN * 4. Early Detection, Diagnosis",STEM CELL RESEARCH - NONEMBRYONIC - NON-HUMAN,4,21.58199855699856,National Cancer Institute
HUNTINGTON'S DISEASE * 1. Biology,HUNTINGTON'S DISEASE,1,2.2782106782106784,National Cancer Institute
"ACQUIRED COGNITIVE IMPAIRMENT * 4. Early Detection, Diagnosis",ACQUIRED COGNITIVE IMPAIRMENT,4,24.09711815961816,National Cancer Institute
"ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD) * 4. Early Detection, Diagnosis",ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD),4,20.68283244533244,National Cancer Institute
FOODBORNE ILLNESS * 1. Biology,FOODBORNE ILLNESS,1,16.279599567099556,National Cancer Institute
HEART DISEASE - CORONARY HEART DISEASE * 1. Biology,HEART DISEASE - CORONARY HEART DISEASE,1,24.129761904761885,National Cancer Institute
TUBERCULOSIS * 1. Biology,TUBERCULOSIS,1,7.508531746031745,National Cancer Institute
"PEDIATRIC AIDS * 6. Cancer Control, Survivorship",PEDIATRIC AIDS,6,6.758964646464647,National Cancer Institute
PERINATAL PERIOD - CONDITIONS ORIGINATING IN PERINATAL PERIOD * 1. Biology,PERINATAL PERIOD - CONDITIONS ORIGINATING IN PERINATAL PERIOD,1,16.16751443001442,National Cancer Institute
DRUG ABUSE (NIDA ONLY) * 5. Treatment,DRUG ABUSE (NIDA ONLY),5,27.91452020202021,National Cancer Institute
"DRUG ABUSE (NIDA ONLY) * 6. Cancer Control, Survivorship",DRUG ABUSE (NIDA ONLY),6,22.477615440115443,National Cancer Institute
TUBEROUS SCLEROSIS * 1. Biology,TUBEROUS SCLEROSIS,1,17.512896825396822,National Cancer Institute
ORGAN TRANSPLANTATION * 2. Etiology,ORGAN TRANSPLANTATION,2,15.099891774891764,National Cancer Institute
PANCREATIC CANCER * 3. Prevention,PANCREATIC CANCER,3,29.828391053391066,National Cancer Institute
ASTHMA * 5. Treatment,ASTHMA,5,15.783333333333335,National Cancer Institute
BIODEFENSE * 3. Prevention,BIODEFENSE,3,18.6281746031746,National Cancer Institute
"MENTAL HEALTH * 4. Early Detection, Diagnosis",MENTAL HEALTH,4,16.586309523809515,National Cancer Institute
HYPERTENSION * 2. Etiology,HYPERTENSION,2,32.23968253968252,National Cancer Institute
"HOMELESSNESS * 6. Cancer Control, Survivorship",HOMELESSNESS,6,4.916666666666667,National Cancer Institute
"STROKE * 4. Early Detection, Diagnosis",STROKE,4,21.73333333333333,National Cancer Institute
FOODBORNE ILLNESS * 5. Treatment,FOODBORNE ILLNESS,5,5.684325396825397,National Cancer Institute
"INJURY - TRAUMA - (HEAD AND SPINE) * 6. Cancer Control, Survivorship",INJURY - TRAUMA - (HEAD AND SPINE),6,12.013582251082248,National Cancer Institute
"MALARIA * 6. Cancer Control, Survivorship",MALARIA,6,,National Cancer Institute
"GENE THERAPY * 4. Early Detection, Diagnosis",GENE THERAPY,4,14.16273448773448,National Cancer Institute
FOODBORNE ILLNESS * 3. Prevention,FOODBORNE ILLNESS,3,8.09424603174603,National Cancer Institute
ENDOMETRIOSIS * 2. Etiology,ENDOMETRIOSIS,2,12.242857142857144,National Cancer Institute
"DRUG ABUSE (NIDA ONLY) * 4. Early Detection, Diagnosis",DRUG ABUSE (NIDA ONLY),4,3.9690476190476183,National Cancer Institute
HEART DISEASE - CORONARY HEART DISEASE * 2. Etiology,HEART DISEASE - CORONARY HEART DISEASE,2,34.274837662337674,National Cancer Institute
KIDNEY DISEASE * 3. Prevention,KIDNEY DISEASE,3,14.99166666666666,National Cancer Institute
"HEPATITIS - C * 6. Cancer Control, Survivorship",HEPATITIS - C,6,5.102380952380949,National Cancer Institute
GENE THERAPY * 1. Biology,GENE THERAPY,1,13.666684704184695,National Cancer Institute
"SMOKING AND HEALTH * 4. Early Detection, Diagnosis",SMOKING AND HEALTH,4,20.677976190476183,National Cancer Institute
"TOBACCO * 4. Early Detection, Diagnosis",TOBACCO,4,21.01130952380952,National Cancer Institute
"ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD) * 6. Cancer Control, Survivorship",ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD),6,12.8871434121434,National Cancer Institute
HEPATITIS - B * 5. Treatment,HEPATITIS - B,5,3.8305555555555566,National Cancer Institute
PSORIASIS * 1. Biology,PSORIASIS,1,9.138095238095238,National Cancer Institute
"POST-TRAUMATIC STRESS DISORDER (PTSD) * 6. Cancer Control, Survivorship",POST-TRAUMATIC STRESS DISORDER (PTSD),6,15.991486291486284,National Cancer Institute
"DEMENTIA * 4. Early Detection, Diagnosis",DEMENTIA,4,22.02807054057054,National Cancer Institute
"ALZHEIMER'S DISEASE * 4. Early Detection, Diagnosis",ALZHEIMER'S DISEASE,4,19.974499111999105,National Cancer Institute
MALARIA * 1. Biology,MALARIA,1,4.3242063492063485,National Cancer Institute
"PARKINSON'S DISEASE * 6. Cancer Control, Survivorship",PARKINSON'S DISEASE,6,4.66031746031746,National Cancer Institute
SEPTICEMIA * 5. Treatment,SEPTICEMIA,5,4.6944444444444455,National Cancer Institute
"PARKINSON'S DISEASE * 4. Early Detection, Diagnosis",PARKINSON'S DISEASE,4,1.1817460317460318,National Cancer Institute
NEUROFIBROMATOSIS * 2. Etiology,NEUROFIBROMATOSIS,2,5.222817460317459,National Cancer Institute
"ANTIMICROBIAL RESISTANCE * 6. Cancer Control, Survivorship",ANTIMICROBIAL RESISTANCE,6,2.4916666666666667,National Cancer Institute
STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL - HUMAN * 1. Biology,STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL - HUMAN,1,13.54829753579752,National Cancer Institute
MALARIA * 2. Etiology,MALARIA,2,4.318650793650794,National Cancer Institute
POLYCYSTIC KIDNEY DISEASE * 1. Biology,POLYCYSTIC KIDNEY DISEASE,1,12.765079365079364,National Cancer Institute
CYSTIC FIBROSIS * 2. Etiology,CYSTIC FIBROSIS,2,4.1000000000000005,National Cancer Institute
ADOLESCENT SEXUAL ACTIVITY * 3. Prevention,ADOLESCENT SEXUAL ACTIVITY,3,21.619642857142853,National Cancer Institute
HEPATITIS - B * 1. Biology,HEPATITIS - B,1,2.8375180375180373,National Cancer Institute
"HEPATITIS - C * 4. Early Detection, Diagnosis",HEPATITIS - C,4,2.143722943722944,National Cancer Institute
SEPTICEMIA * 1. Biology,SEPTICEMIA,1,9.210714285714287,National Cancer Institute
PEDIATRIC RESEARCH INITIATIVE * 3. Prevention,PEDIATRIC RESEARCH INITIATIVE,3,100.63041125541132,National Cancer Institute
REHABILITATION * 3. Prevention,REHABILITATION,3,39.75261544011545,National Cancer Institute
ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD) * 2. Etiology,ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD),2,11.579347041847033,National Cancer Institute
CHRONIC OBSTRUCTIVE PULMONARY DISEASE * 1. Biology,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,1,5.470634920634922,National Cancer Institute
OSTEOPOROSIS * 5. Treatment,OSTEOPOROSIS,5,18.53015873015873,National Cancer Institute
"SCLERODERMA * 6. Cancer Control, Survivorship",SCLERODERMA,6,7.703571428571429,National Cancer Institute
"DIGESTIVE DISEASES - (GALLBLADDER) * 6. Cancer Control, Survivorship",DIGESTIVE DISEASES - (GALLBLADDER),6,0.9103174603174604,National Cancer Institute
INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS * 2. Etiology,INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS,2,9.56904761904762,National Cancer Institute
"NEUROFIBROMATOSIS * 4. Early Detection, Diagnosis",NEUROFIBROMATOSIS,4,3.9047619047619055,National Cancer Institute
HEART DISEASE - CORONARY HEART DISEASE * 3. Prevention,HEART DISEASE - CORONARY HEART DISEASE,3,16.15456349206348,National Cancer Institute
"REGENERATIVE MEDICINE * 4. Early Detection, Diagnosis",REGENERATIVE MEDICINE,4,31.298268398268394,National Cancer Institute
ALZHEIMER'S DISEASE * 2. Etiology,ALZHEIMER'S DISEASE,2,11.227326839826832,National Cancer Institute
"HYPERTENSION * 6. Cancer Control, Survivorship",HYPERTENSION,6,14.399675324675323,National Cancer Institute
DOWN SYNDROME * 1. Biology,DOWN SYNDROME,1,4.055050505050503,National Cancer Institute
PNEUMONIA * 2. Etiology,PNEUMONIA,2,8.681764069264071,National Cancer Institute
MULTIPLE SCLEROSIS * 5. Treatment,MULTIPLE SCLEROSIS,5,8.229834054834058,National Cancer Institute
"CYSTIC FIBROSIS * 6. Cancer Control, Survivorship",CYSTIC FIBROSIS,6,1.125,National Cancer Institute
"ATHEROSCLEROSIS * 4. Early Detection, Diagnosis",ATHEROSCLEROSIS,4,52.42380952380957,National Cancer Institute
ASSISTIVE TECHNOLOGY * 5. Treatment,ASSISTIVE TECHNOLOGY,5,4.940079365079366,National Cancer Institute
GENE THERAPY * 2. Etiology,GENE THERAPY,2,2.6503663003663003,National Cancer Institute
"TUBERCULOSIS * 6. Cancer Control, Survivorship",TUBERCULOSIS,6,2.8208333333333333,National Cancer Institute
"HPV AND/OR CERVICAL CANCER VACCINES * 4. Early Detection, Diagnosis",HPV AND/OR CERVICAL CANCER VACCINES,4,8.266468253968254,National Cancer Institute
"DOWN SYNDROME * 6. Cancer Control, Survivorship",DOWN SYNDROME,6,0.8308913308913308,National Cancer Institute
HEPATITIS - C * 3. Prevention,HEPATITIS - C,3,1.7705146705146702,National Cancer Institute
PARKINSON'S DISEASE * 5. Treatment,PARKINSON'S DISEASE,5,5.6230158730158735,National Cancer Institute
MALARIA * 5. Treatment,MALARIA,5,11.277579365079362,National Cancer Institute
ALS * 1. Biology,ALS,1,4.813924963924966,National Cancer Institute
SICKLE CELL DISEASE * 5. Treatment,SICKLE CELL DISEASE,5,5.073376623376624,National Cancer Institute
PNEUMONIA & INFLUENZA * 1. Biology,PNEUMONIA & INFLUENZA,1,8.390277777777778,National Cancer Institute
INFLUENZA * 1. Biology,INFLUENZA,1,6.445039682539685,National Cancer Institute
"ALZHEIMER'S DISEASE * 6. Cancer Control, Survivorship",ALZHEIMER'S DISEASE,6,11.258571983571978,National Cancer Institute
"INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD) * 4. Early Detection, Diagnosis",INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD),4,3.3618797868797867,National Cancer Institute
STEM CELL RESEARCH * 3. Prevention,STEM CELL RESEARCH,3,14.682142857142846,National Cancer Institute
"HEPATITIS - B * 6. Cancer Control, Survivorship",HEPATITIS - B,6,7.576100288600285,National Cancer Institute
DRUG ABUSE (NIDA ONLY) * 1. Biology,DRUG ABUSE (NIDA ONLY),1,10.570454545454542,National Cancer Institute
INFANT MORTALITY/ (LBW) * 1. Biology,INFANT MORTALITY/ (LBW),1,6.203968253968254,National Cancer Institute
"SEPTICEMIA * 4. Early Detection, Diagnosis",SEPTICEMIA,4,2.0857142857142854,National Cancer Institute
"SICKLE CELL DISEASE * 6. Cancer Control, Survivorship",SICKLE CELL DISEASE,6,5.493650793650794,National Cancer Institute
"SPINAL CORD INJURY * 6. Cancer Control, Survivorship",SPINAL CORD INJURY,6,5.173629148629146,National Cancer Institute
INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD) * 5. Treatment,INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD),5,3.5395604395604394,National Cancer Institute
"EMPHYSEMA * 6. Cancer Control, Survivorship",EMPHYSEMA,6,1.8722222222222225,National Cancer Institute
CHRONIC OBSTRUCTIVE PULMONARY DISEASE * 2. Etiology,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,2,27.199007936507925,National Cancer Institute
INFERTILITY * 5. Treatment,INFERTILITY,5,2.125,National Cancer Institute
"CHRONIC OBSTRUCTIVE PULMONARY DISEASE * 4. Early Detection, Diagnosis",CHRONIC OBSTRUCTIVE PULMONARY DISEASE,4,8.299999999999999,National Cancer Institute
