funder_name,rcdc_name_1_grnt,rcdc_name_1_pub,weight
National Cancer Institute,Anorexia,Lung,1
National Cancer Institute,Anorexia,Lung Cancer,2
National Cancer Institute,Anorexia,Mental Health,1
National Cancer Institute,Anorexia,Nutrition,4
National Cancer Institute,Anorexia,Obesity,1
National Cancer Institute,Anorexia,Orphan Drug,1
National Cancer Institute,Anorexia,Pain Conditions - Chronic,1
National Cancer Institute,Anorexia,Pain Research,1
National Cancer Institute,Anorexia,Patient Safety,1
National Cancer Institute,Anorexia,Prevention,4
National Cancer Institute,Anorexia,Rare Diseases,3
National Cancer Institute,Anorexia,Smoking and Health,1
National Cancer Institute,Anorexia,Substance Abuse,1
National Cancer Institute,Arctic,American Indians / Alaska Natives,1
National Cancer Institute,Arctic,Arctic,1
National Cancer Institute,Arctic,Basic Behavioral and Social Science,1
National Cancer Institute,Arctic,Behavioral and Social Science,2
National Cancer Institute,Arctic,Brain Disorders,1
National Cancer Institute,Arctic,Cancer,12
National Cancer Institute,Arctic,Clinical Research,1
National Cancer Institute,Arctic,Clinical Trials and Supportive Activities,4
National Cancer Institute,Arctic,Genetic Testing,1
National Cancer Institute,Arctic,Genetics,2
National Cancer Institute,Arctic,Health Services,3
National Cancer Institute,Arctic,Lung,2
National Cancer Institute,Arctic,Lung Cancer,1
National Cancer Institute,Arctic,Mind and Body,2
National Cancer Institute,Arctic,Networking and Information Technology R&D,1
National Cancer Institute,Arctic,Nutrition,1
National Cancer Institute,Arctic,Pain Conditions - Chronic,1
National Cancer Institute,Arctic,Pediatric Research Initiative,1
National Cancer Institute,Arctic,Prevention,2
National Cancer Institute,Arctic,Rare Diseases,1
National Cancer Institute,Arctic,Rehabilitation,1
National Cancer Institute,Arctic,Rural Health,1
National Cancer Institute,Arctic,Smoking and Health,3
National Cancer Institute,Arctic,Stem Cell Research,1
National Cancer Institute,Arctic,Substance Abuse,3
National Cancer Institute,Arctic,Vaccine Related,2
National Cancer Institute,Asthma,Breast Cancer,1
National Cancer Institute,Asthma,Cancer,5
National Cancer Institute,Asthma,Lung,1
National Cancer Institute,Asthma,Stem Cell Research,1
National Cancer Institute,Basic Behavioral and Social Science,Aging,17
National Cancer Institute,Basic Behavioral and Social Science,Alzheimer's Disease,1
National Cancer Institute,Basic Behavioral and Social Science,American Indians / Alaska Natives,1
National Cancer Institute,Basic Behavioral and Social Science,Asthma,1
National Cancer Institute,Basic Behavioral and Social Science,Attention Deficit Disorder (ADD),1
National Cancer Institute,Basic Behavioral and Social Science,Basic Behavioral and Social Science,35
National Cancer Institute,Basic Behavioral and Social Science,Behavioral and Social Science,66
National Cancer Institute,Basic Behavioral and Social Science,Bioengineering,6
National Cancer Institute,Basic Behavioral and Social Science,Biotechnology,14
National Cancer Institute,Basic Behavioral and Social Science,Brain Disorders,11
National Cancer Institute,Basic Behavioral and Social Science,Breast Cancer,15
National Cancer Institute,Basic Behavioral and Social Science,Burden of Illness,1
National Cancer Institute,Basic Behavioral and Social Science,Cancer,123
National Cancer Institute,Basic Behavioral and Social Science,Cardiovascular,17
National Cancer Institute,Basic Behavioral and Social Science,Cervical Cancer,1
National Cancer Institute,Basic Behavioral and Social Science,Clinical Research,96
National Cancer Institute,Basic Behavioral and Social Science,Clinical Trials and Supportive Activities,20
National Cancer Institute,Basic Behavioral and Social Science,Colo-Rectal Cancer,16
National Cancer Institute,Basic Behavioral and Social Science,Comparative Effectiveness Research,3
National Cancer Institute,Basic Behavioral and Social Science,Complementary and Alternative Medicine,4
National Cancer Institute,Basic Behavioral and Social Science,Dementia,2
National Cancer Institute,Basic Behavioral and Social Science,Depression,6
National Cancer Institute,Basic Behavioral and Social Science,Diabetes,3
National Cancer Institute,Basic Behavioral and Social Science,Diagnostic Radiology,2
National Cancer Institute,Basic Behavioral and Social Science,Digestive Diseases,22
National Cancer Institute,Basic Behavioral and Social Science,Eating Disorders,2
National Cancer Institute,Basic Behavioral and Social Science,Eye Disease And Disorders Of Vision,3
National Cancer Institute,Basic Behavioral and Social Science,Genetic Testing,1
National Cancer Institute,Basic Behavioral and Social Science,Genetics,23
National Cancer Institute,Basic Behavioral and Social Science,HIV/AIDS,2
National Cancer Institute,Basic Behavioral and Social Science,Health Services,26
National Cancer Institute,Basic Behavioral and Social Science,Heart Disease,15
National Cancer Institute,Basic Behavioral and Social Science,Heart Disease - Coronary Heart Disease,14
National Cancer Institute,Basic Behavioral and Social Science,Human Genome,1
National Cancer Institute,Basic Behavioral and Social Science,Immunization,1
National Cancer Institute,Basic Behavioral and Social Science,Infectious Diseases,5
National Cancer Institute,Basic Behavioral and Social Science,Liver Disease,1
National Cancer Institute,Basic Behavioral and Social Science,Lung,4
National Cancer Institute,Basic Behavioral and Social Science,Lymphoma,1
National Cancer Institute,Basic Behavioral and Social Science,Mental Health,12
National Cancer Institute,Basic Behavioral and Social Science,Methamphetamine,1
National Cancer Institute,Basic Behavioral and Social Science,Mind and Body,2
National Cancer Institute,Basic Behavioral and Social Science,Neurodegenerative,2
National Cancer Institute,Basic Behavioral and Social Science,Neurosciences,17
National Cancer Institute,Basic Behavioral and Social Science,Nutrition,57
National Cancer Institute,Basic Behavioral and Social Science,Obesity,23
National Cancer Institute,Basic Behavioral and Social Science,Orphan Drug,1
National Cancer Institute,Basic Behavioral and Social Science,Pain Conditions - Chronic,2
National Cancer Institute,Basic Behavioral and Social Science,Pain Research,7
National Cancer Institute,Basic Behavioral and Social Science,Pancreatic Cancer,1
National Cancer Institute,Basic Behavioral and Social Science,Patient Safety,4
National Cancer Institute,Basic Behavioral and Social Science,Pediatric,25
National Cancer Institute,Basic Behavioral and Social Science,Pediatric Cancer,2
National Cancer Institute,Basic Behavioral and Social Science,Pediatric Research Initiative,1
National Cancer Institute,Basic Behavioral and Social Science,Prevention,74
National Cancer Institute,Basic Behavioral and Social Science,Prostate Cancer,6
National Cancer Institute,Basic Behavioral and Social Science,Rare Diseases,12
National Cancer Institute,Basic Behavioral and Social Science,Regenerative Medicine,7
National Cancer Institute,Basic Behavioral and Social Science,Rehabilitation,1
National Cancer Institute,Basic Behavioral and Social Science,Rural Health,3
National Cancer Institute,Basic Behavioral and Social Science,Serious Mental Illness,1
National Cancer Institute,Basic Behavioral and Social Science,Sexually Transmitted Diseases/Herpes,1
National Cancer Institute,Basic Behavioral and Social Science,Sleep Research,24
National Cancer Institute,Basic Behavioral and Social Science,Smoking and Health,2
National Cancer Institute,Basic Behavioral and Social Science,Stem Cell Research,9
National Cancer Institute,Basic Behavioral and Social Science,Stem Cell Research - Embryonic - Human,2
National Cancer Institute,Basic Behavioral and Social Science,Stem Cell Research - Nonembryonic - Human,1
National Cancer Institute,Basic Behavioral and Social Science,Stem Cell Research - Nonembryonic - Non-Human,2
National Cancer Institute,Basic Behavioral and Social Science,Substance Abuse,2
National Cancer Institute,Basic Behavioral and Social Science,Transplantation,7
National Cancer Institute,Basic Behavioral and Social Science,Tuberculosis,1
National Cancer Institute,Basic Behavioral and Social Science,Urologic Diseases,5
National Cancer Institute,Behavioral and Social Science,Acquired Cognitive Impairment,2
National Cancer Institute,Behavioral and Social Science,Aging,11
National Cancer Institute,Behavioral and Social Science,Alzheimer's Disease,1
National Cancer Institute,Behavioral and Social Science,Arthritis,1
National Cancer Institute,Behavioral and Social Science,Asthma,8
National Cancer Institute,Behavioral and Social Science,Atherosclerosis,1
National Cancer Institute,Behavioral and Social Science,Basic Behavioral and Social Science,10
National Cancer Institute,Behavioral and Social Science,Behavioral and Social Science,19
National Cancer Institute,Behavioral and Social Science,Bioengineering,1
National Cancer Institute,Behavioral and Social Science,Brain Disorders,4
National Cancer Institute,Behavioral and Social Science,Breast Cancer,1
National Cancer Institute,Behavioral and Social Science,Cancer,27
National Cancer Institute,Behavioral and Social Science,Cardiovascular,6
National Cancer Institute,Behavioral and Social Science,Chronic Obstructive Pulmonary Disease,2
National Cancer Institute,Behavioral and Social Science,Clinical Research,53
National Cancer Institute,Behavioral and Social Science,Clinical Trials and Supportive Activities,2
National Cancer Institute,Behavioral and Social Science,Colo-Rectal Cancer,1
National Cancer Institute,Behavioral and Social Science,Comparative Effectiveness Research,1
National Cancer Institute,Behavioral and Social Science,Complementary and Alternative Medicine,2
National Cancer Institute,Behavioral and Social Science,Dementia,2
National Cancer Institute,Behavioral and Social Science,Depression,1
National Cancer Institute,Behavioral and Social Science,Diabetes,1
National Cancer Institute,Behavioral and Social Science,Diagnostic Radiology,1
National Cancer Institute,Behavioral and Social Science,Digestive Diseases,2
National Cancer Institute,Behavioral and Social Science,Emergency Care,1
National Cancer Institute,Behavioral and Social Science,HIV/AIDS,6
National Cancer Institute,Behavioral and Social Science,Health Services,38
National Cancer Institute,Behavioral and Social Science,Heart Disease,12
National Cancer Institute,Behavioral and Social Science,Heart Disease - Coronary Heart Disease,1
National Cancer Institute,Behavioral and Social Science,Hematology,1
National Cancer Institute,Behavioral and Social Science,Hepatitis,1
National Cancer Institute,Behavioral and Social Science,Hepatitis - C,1
National Cancer Institute,Behavioral and Social Science,Infectious Diseases,4
National Cancer Institute,Behavioral and Social Science,Injury (total) Accidents/Adverse Effects,1
National Cancer Institute,Behavioral and Social Science,Lung,24
National Cancer Institute,Behavioral and Social Science,Lung Cancer,2
National Cancer Institute,Behavioral and Social Science,Mental Health,9
National Cancer Institute,Behavioral and Social Science,Mind and Body,1
National Cancer Institute,Behavioral and Social Science,Networking and Information Technology R&D,1
National Cancer Institute,Behavioral and Social Science,Neurosciences,1
National Cancer Institute,Behavioral and Social Science,Ovarian Cancer,1
National Cancer Institute,Behavioral and Social Science,Pain Conditions - Chronic,1
National Cancer Institute,Behavioral and Social Science,Pain Research,2
National Cancer Institute,Behavioral and Social Science,Patient Safety,4
National Cancer Institute,Behavioral and Social Science,Pediatric,1
National Cancer Institute,Behavioral and Social Science,Pediatric AIDS,1
National Cancer Institute,Behavioral and Social Science,Perinatal Period - Conditions Originating in Perinatal Period,1
National Cancer Institute,Behavioral and Social Science,Prevention,12
National Cancer Institute,Behavioral and Social Science,Rare Diseases,2
National Cancer Institute,Behavioral and Social Science,Rehabilitation,1
National Cancer Institute,Behavioral and Social Science,Sickle Cell Disease,1
National Cancer Institute,Behavioral and Social Science,Sleep Research,1
National Cancer Institute,Behavioral and Social Science,Smoking and Health,1
National Cancer Institute,Behavioral and Social Science,Substance Abuse,2
National Cancer Institute,Behavioral and Social Science,Suicide,1
National Cancer Institute,Behavioral and Social Science,Teenage Pregnancy,1
National Cancer Institute,Bioengineering,Acquired Cognitive Impairment,8
National Cancer Institute,Bioengineering,Aging,182
National Cancer Institute,Bioengineering,"Alcoholism, Alcohol Use and Health",9
National Cancer Institute,Bioengineering,Alzheimer's Disease,20
National Cancer Institute,Bioengineering,Alzheimer's Disease including Alzheimer's Disease Related Dementias (AD/ADRD),12
National Cancer Institute,Bioengineering,American Indians / Alaska Natives,1
National Cancer Institute,Bioengineering,Anthrax,7
National Cancer Institute,Bioengineering,Antimicrobial Resistance,18
National Cancer Institute,Bioengineering,Arthritis,26
National Cancer Institute,Bioengineering,Assistive Technology,6
National Cancer Institute,Bioengineering,Asthma,4
National Cancer Institute,Bioengineering,Ataxia Telangiectasia,1
National Cancer Institute,Bioengineering,Atherosclerosis,25
National Cancer Institute,Bioengineering,Autoimmune Disease,37
National Cancer Institute,Bioengineering,Basic Behavioral and Social Science,13
National Cancer Institute,Bioengineering,Behavioral and Social Science,40
